Entity,Code,Year,"Number of daily male smokers (IHME, GHDx (2012))","Number of daily female smokers (IHME, GHDx (2012))"
Tajikistan,TJK,1989,602249,58852
Tajikistan,TJK,1990,625305,60708
Tajikistan,TJK,1991,639783,61519
Tajikistan,TJK,1992,634522,60189
Tajikistan,TJK,1993,621526,58167
Tajikistan,TJK,1994,600809,55570
Tajikistan,TJK,1995,577681,52930
Tajikistan,TJK,1996,554188,50440
Tajikistan,TJK,1997,539551,47942
Tajikistan,TJK,1998,528713,46424
Tajikistan,TJK,1999,523149,45740
Tajikistan,TJK,2000,524142,45764
Tajikistan,TJK,2001,531528,46357
Tajikistan,TJK,2002,544189,47424
Tajikistan,TJK,2003,560676,48883
Tajikistan,TJK,2004,579235,50557
Tajikistan,TJK,2005,598933,52356
Tajikistan,TJK,2006,618155,54150
Tajikistan,TJK,2007,638686,56037
Tajikistan,TJK,2008,659773,57970
Tajikistan,TJK,2009,680738,59954
Tajikistan,TJK,2010,701196,61867
Tajikistan,TJK,2011,720716,63780
Tajikistan,TJK,2012,739976,65669
Tanzania,TZA,1980,1064630,97940
Tanzania,TZA,1981,1098440,100817
Tanzania,TZA,1982,1133913,103757
Tanzania,TZA,1983,1170782,106857
Tanzania,TZA,1984,1209034,110104
Tanzania,TZA,1985,1247795,113515
Tanzania,TZA,1986,1286368,117228
Tanzania,TZA,1987,1325395,121105
Tanzania,TZA,1988,1365271,125093
Tanzania,TZA,1989,1408276,129430
Tanzania,TZA,1990,1454000,134123
Tanzania,TZA,1991,1504240,139312
Tanzania,TZA,1992,1558494,145090
Tanzania,TZA,1993,1614785,151358
Tanzania,TZA,1994,1671539,157795
Tanzania,TZA,1995,1727045,164226
Tanzania,TZA,1996,1780969,170480
Tanzania,TZA,1997,1807166,165581
Tanzania,TZA,1998,1833990,160970
Tanzania,TZA,1999,1865008,158530
Tanzania,TZA,2000,1901136,157769
Tanzania,TZA,2001,1940761,157859
Tanzania,TZA,2002,1982227,158376
Tanzania,TZA,2003,2024809,158823
Tanzania,TZA,2004,2066819,158638
Tanzania,TZA,2005,2107146,157852
Tanzania,TZA,2006,2132170,151814
Tanzania,TZA,2007,2155915,146367
Tanzania,TZA,2008,2179419,142027
Tanzania,TZA,2009,2203577,138998
Tanzania,TZA,2010,2229445,137402
Tanzania,TZA,2011,2257890,139738
Tanzania,TZA,2012,2295956,143262
Thailand,THA,1980,6627643,589998
Thailand,THA,1981,6831934,612285
Thailand,THA,1982,7041816,635638
Thailand,THA,1983,7258623,660941
Thailand,THA,1984,7485449,688871
Thailand,THA,1985,7726321,719585
Thailand,THA,1986,7980468,753879
Thailand,THA,1987,8245491,791688
Thailand,THA,1988,8511624,831258
Thailand,THA,1989,8765953,849860
Thailand,THA,1990,8997341,863053
Thailand,THA,1991,9206525,870465
Thailand,THA,1992,9397781,870836
Thailand,THA,1993,9578098,865750
Thailand,THA,1994,9740805,857842
Thailand,THA,1995,9904977,850542
Thailand,THA,1996,10061615,845620
Thailand,THA,1997,10036511,789549
Thailand,THA,1998,10009691,742522
Thailand,THA,1999,9973700,703815
Thailand,THA,2000,9895829,671005
Thailand,THA,2001,9796331,650104
Thailand,THA,2002,9617137,629463
Thailand,THA,2003,9447899,613259
Thailand,THA,2004,9389059,604313
Thailand,THA,2005,9369960,597950
Thailand,THA,2006,9401562,593809
Thailand,THA,2007,9467851,592708
Thailand,THA,2008,9582802,602532
Thailand,THA,2009,9706049,614714
Thailand,THA,2010,9835082,627726
Thailand,THA,2011,9950583,642955
Thailand,THA,2012,10075599,663657
Togo,TGO,1980,92578,11286
Togo,TGO,1981,95229,11586
Togo,TGO,1982,98039,11914
Togo,TGO,1983,100967,12259
Togo,TGO,1984,104044,12614
Togo,TGO,1985,107106,12944
Togo,TGO,1986,110114,13265
Togo,TGO,1987,112964,13571
Togo,TGO,1988,115812,13869
Togo,TGO,1989,118575,14167
Togo,TGO,1990,121105,14481
Togo,TGO,1991,123213,14807
Togo,TGO,1992,124874,15129
Togo,TGO,1993,125957,15415
Togo,TGO,1994,127456,15718
Togo,TGO,1995,129442,16023
Togo,TGO,1996,132087,16347
Togo,TGO,1997,135249,16492
Togo,TGO,1998,138723,16718
Togo,TGO,1999,142474,17010
Togo,TGO,2000,146395,17351
Togo,TGO,2001,150534,17728
Togo,TGO,2002,154877,18128
Togo,TGO,2003,159575,18564
Togo,TGO,2004,164484,18988
Togo,TGO,2005,169602,19438
Togo,TGO,2006,175073,19915
Togo,TGO,2007,180896,20402
Togo,TGO,2008,187106,20898
Togo,TGO,2009,193510,21439
Togo,TGO,2010,200256,22017
Togo,TGO,2011,207299,22640
Togo,TGO,2012,214677,23306
Tonga,TON,1980,13837,3585
Tonga,TON,1981,13871,3623
Tonga,TON,1982,13794,3640
Tonga,TON,1983,13679,3645
Tonga,TON,1984,13588,3639
Tonga,TON,1985,13583,3631
Tonga,TON,1986,13680,3623
Tonga,TON,1987,13861,3616
Tonga,TON,1988,14089,3612
Tonga,TON,1989,14293,3611
Tonga,TON,1990,14437,3620
Tonga,TON,1991,14492,3640
Tonga,TON,1992,14439,3706
Tonga,TON,1993,14332,3793
Tonga,TON,1994,14208,3902
Tonga,TON,1995,14091,4048
Tonga,TON,1996,13979,4241
Tonga,TON,1997,13752,4608
Tonga,TON,1998,13635,4969
Tonga,TON,1999,13592,5308
Tonga,TON,2000,13603,5623
Tonga,TON,2001,13642,5930
Tonga,TON,2002,13699,6241
Tonga,TON,2003,13780,6579
Tonga,TON,2004,13885,6937
Tonga,TON,2005,14128,7605
Tonga,TON,2006,14356,8244
Tonga,TON,2007,14347,8360
Tonga,TON,2008,14299,8357
Tonga,TON,2009,14236,8276
Tonga,TON,2010,14173,8155
Tonga,TON,2011,14140,8027
Tonga,TON,2012,14126,7903
Trinidad and Tobago,TTO,1980,120696,32519
Trinidad and Tobago,TTO,1981,117041,31972
Trinidad and Tobago,TTO,1982,114232,31618
Trinidad and Tobago,TTO,1983,113480,31658
Trinidad and Tobago,TTO,1984,113672,31798
Trinidad and Tobago,TTO,1985,114409,31981
Trinidad and Tobago,TTO,1986,115662,32216
Trinidad and Tobago,TTO,1987,117226,32445
Trinidad and Tobago,TTO,1988,119086,32696
Trinidad and Tobago,TTO,1989,120975,32970
Trinidad and Tobago,TTO,1990,122665,33258
Trinidad and Tobago,TTO,1991,123968,33529
Trinidad and Tobago,TTO,1992,125337,33948
Trinidad and Tobago,TTO,1993,126794,34399
Trinidad and Tobago,TTO,1994,127561,34704
Trinidad and Tobago,TTO,1995,128023,34914
Trinidad and Tobago,TTO,1996,128553,35087
Trinidad and Tobago,TTO,1997,128865,34950
Trinidad and Tobago,TTO,1998,129334,34865
Trinidad and Tobago,TTO,1999,130206,34904
Trinidad and Tobago,TTO,2000,130871,34958
Trinidad and Tobago,TTO,2001,132466,35283
Trinidad and Tobago,TTO,2002,134624,35775
Trinidad and Tobago,TTO,2003,135361,36024
Trinidad and Tobago,TTO,2004,136285,36331
Trinidad and Tobago,TTO,2005,137304,36618
Trinidad and Tobago,TTO,2006,138153,36859
Trinidad and Tobago,TTO,2007,138967,37048
Trinidad and Tobago,TTO,2008,139662,37171
Trinidad and Tobago,TTO,2009,141386,37475
Trinidad and Tobago,TTO,2010,143271,37845
Trinidad and Tobago,TTO,2011,145503,38265
Trinidad and Tobago,TTO,2012,147726,38648
Tunisia,TUN,1980,721727,31805
Tunisia,TUN,1981,750563,32905
Tunisia,TUN,1982,780481,33979
Tunisia,TUN,1983,811711,35069
Tunisia,TUN,1984,844668,36169
Tunisia,TUN,1985,879043,37283
Tunisia,TUN,1986,914734,38390
Tunisia,TUN,1987,951605,39461
Tunisia,TUN,1988,989629,40596
Tunisia,TUN,1989,1027968,41729
Tunisia,TUN,1990,1066592,42928
Tunisia,TUN,1991,1105740,44227
Tunisia,TUN,1992,1145010,45519
Tunisia,TUN,1993,1183891,46885
Tunisia,TUN,1994,1222646,48266
Tunisia,TUN,1995,1261659,49901
Tunisia,TUN,1996,1301536,52037
Tunisia,TUN,1997,1358745,59486
Tunisia,TUN,1998,1414359,68017
Tunisia,TUN,1999,1467618,77183
Tunisia,TUN,2000,1517897,86516
Tunisia,TUN,2001,1564848,95653
Tunisia,TUN,2002,1598386,99995
Tunisia,TUN,2003,1627610,104626
Tunisia,TUN,2004,1651540,111816
Tunisia,TUN,2005,1673428,120225
Tunisia,TUN,2006,1695479,129905
Tunisia,TUN,2007,1719100,140782
Tunisia,TUN,2008,1745294,152583
Tunisia,TUN,2009,1772171,164556
Tunisia,TUN,2010,1799224,176285
Tunisia,TUN,2011,1827165,187039
Tunisia,TUN,2012,1854380,190591
Turkey,TUR,1980,5494690,1866962
Turkey,TUR,1981,5615921,1914253
Turkey,TUR,1982,5759710,1964312
Turkey,TUR,1983,5914676,2018778
Turkey,TUR,1984,6078154,2076176
Turkey,TUR,1985,6248850,2134343
Turkey,TUR,1986,6420295,2188916
Turkey,TUR,1987,6572236,2236915
Turkey,TUR,1988,6741429,2290498
Turkey,TUR,1989,6931453,2348147
Turkey,TUR,1990,7103933,2399484
Turkey,TUR,1991,7300459,2461785
Turkey,TUR,1992,7500323,2522924
Turkey,TUR,1993,7685658,2586388
Turkey,TUR,1994,7928802,2693272
Turkey,TUR,1995,8159060,2810629
Turkey,TUR,1996,8375944,2942675
Turkey,TUR,1997,8628647,3106506
Turkey,TUR,1998,8880980,3244563
Turkey,TUR,1999,9163862,3375305
Turkey,TUR,2000,9416694,3489710
Turkey,TUR,2001,9721101,3621345
Turkey,TUR,2002,10004072,3747372
Turkey,TUR,2003,10266489,3867636
Turkey,TUR,2004,10554392,4010721
Turkey,TUR,2005,10764567,4080914
Turkey,TUR,2006,10813143,4055044
Turkey,TUR,2007,10802142,3995959
Turkey,TUR,2008,10766716,3936882
Turkey,TUR,2009,10770509,3942456
Turkey,TUR,2010,10666532,3899790
Turkey,TUR,2011,10607149,3890265
Turkey,TUR,2012,10592769,3896005
Turkmenistan,TKM,1980,311468,31055
Turkmenistan,TKM,1981,320869,32022
Turkmenistan,TKM,1982,330298,32982
Turkmenistan,TKM,1983,339552,33911
Turkmenistan,TKM,1984,348765,34790
Turkmenistan,TKM,1985,357940,35628
Turkmenistan,TKM,1986,366555,36377
Turkmenistan,TKM,1987,375166,37105
Turkmenistan,TKM,1988,383623,37776
Turkmenistan,TKM,1989,393203,38497
Turkmenistan,TKM,1990,402932,39193
Turkmenistan,TKM,1991,414934,40069
Turkmenistan,TKM,1992,430699,41300
Turkmenistan,TKM,1993,446998,42571
Turkmenistan,TKM,1994,467181,44161
Turkmenistan,TKM,1995,489519,45952
Turkmenistan,TKM,1996,510754,47591
Turkmenistan,TKM,1997,537670,48789
Turkmenistan,TKM,1998,562711,50234
Turkmenistan,TKM,1999,582648,51524
Turkmenistan,TKM,2000,597845,52604
Turkmenistan,TKM,2001,608924,53458
Turkmenistan,TKM,2002,617647,54093
Turkmenistan,TKM,2003,624423,54643
Turkmenistan,TKM,2004,629482,55165
Turkmenistan,TKM,2005,632134,55544
Turkmenistan,TKM,2006,634838,55926
Turkmenistan,TKM,2007,637605,56365
Turkmenistan,TKM,2008,640073,56812
Turkmenistan,TKM,2009,644439,57410
Turkmenistan,TKM,2010,649203,57945
Turkmenistan,TKM,2011,654482,58444
Turkmenistan,TKM,2012,661118,59041
Uganda,UGA,1980,702430,107143
Uganda,UGA,1981,725631,110314
Uganda,UGA,1982,749897,113604
Uganda,UGA,1983,775106,117240
Uganda,UGA,1984,802270,121373
Uganda,UGA,1985,832021,125992
Uganda,UGA,1986,863968,131205
Uganda,UGA,1987,897829,136936
Uganda,UGA,1988,932756,142932
Uganda,UGA,1989,968602,149115
Uganda,UGA,1990,1004806,155365
Uganda,UGA,1991,1041660,161524
Uganda,UGA,1992,1078895,167726
Uganda,UGA,1993,1115875,173937
Uganda,UGA,1994,1152040,180104
Uganda,UGA,1995,1188025,186241
Uganda,UGA,1996,1224127,191995
Uganda,UGA,1997,1242276,188686
Uganda,UGA,1998,1259677,185355
Uganda,UGA,1999,1276903,182307
Uganda,UGA,2000,1295063,179491
Uganda,UGA,2001,1313378,176301
Uganda,UGA,2002,1307598,164468
Uganda,UGA,2003,1300946,153722
Uganda,UGA,2004,1296009,144655
Uganda,UGA,2005,1291581,137608
Uganda,UGA,2006,1288863,132773
Uganda,UGA,2007,1281920,131538
Uganda,UGA,2008,1273514,131059
Uganda,UGA,2009,1267256,131538
Uganda,UGA,2010,1266404,132844
Uganda,UGA,2011,1274442,135298
Uganda,UGA,2012,1315749,141007
Ukraine,UKR,1980,9593431,2822217
Ukraine,UKR,1981,9636203,2813240
Ukraine,UKR,1982,9674136,2797737
Ukraine,UKR,1983,9699201,2779637
Ukraine,UKR,1984,9706424,2763346
Ukraine,UKR,1985,9699547,2747371
Ukraine,UKR,1986,9693814,2731431
Ukraine,UKR,1987,9690937,2715281
Ukraine,UKR,1988,9687335,2698233
Ukraine,UKR,1989,9681969,2681784
Ukraine,UKR,1990,9678746,2668099
Ukraine,UKR,1991,9686060,2654819
Ukraine,UKR,1992,9709439,2644566
Ukraine,UKR,1993,9713725,2631608
Ukraine,UKR,1994,9678320,2606156
Ukraine,UKR,1995,9637896,2575548
Ukraine,UKR,1996,9585733,2528495
Ukraine,UKR,1997,9540003,2494682
Ukraine,UKR,1998,9531628,2480888
Ukraine,UKR,1999,9559840,2487972
Ukraine,UKR,2000,9609541,2515056
Ukraine,UKR,2001,9703317,2604269
Ukraine,UKR,2002,9768101,2702645
Ukraine,UKR,2003,9726189,2767045
Ukraine,UKR,2004,9712190,2861404
Ukraine,UKR,2005,9622795,2901647
Ukraine,UKR,2006,9349893,2781629
Ukraine,UKR,2007,9029844,2612325
Ukraine,UKR,2008,8738072,2450823
Ukraine,UKR,2009,8484149,2311233
Ukraine,UKR,2010,8333464,2232273
Ukraine,UKR,2011,8291129,2194127
Ukraine,UKR,2012,8289866,2184655
United Arab Emirates,ARE,1980,141868,1164
United Arab Emirates,ARE,1981,150051,1284
United Arab Emirates,ARE,1982,155412,1411
United Arab Emirates,ARE,1983,159353,1539
United Arab Emirates,ARE,1984,163828,1663
United Arab Emirates,ARE,1985,170249,1776
United Arab Emirates,ARE,1986,179109,1878
United Arab Emirates,ARE,1987,189946,1971
United Arab Emirates,ARE,1988,202924,2062
United Arab Emirates,ARE,1989,217376,2157
United Arab Emirates,ARE,1990,232871,2258
United Arab Emirates,ARE,1991,249771,2378
United Arab Emirates,ARE,1992,268230,2509
United Arab Emirates,ARE,1993,287613,2650
United Arab Emirates,ARE,1994,306887,2791
United Arab Emirates,ARE,1995,325703,2940
United Arab Emirates,ARE,1996,338860,3235
United Arab Emirates,ARE,1997,345487,3766
United Arab Emirates,ARE,1998,350144,4451
United Arab Emirates,ARE,1999,353629,5302
United Arab Emirates,ARE,2000,356706,6321
United Arab Emirates,ARE,2001,357967,7478
United Arab Emirates,ARE,2002,359825,8747
United Arab Emirates,ARE,2003,371359,10260
United Arab Emirates,ARE,2004,409516,11885
United Arab Emirates,ARE,2005,475854,14131
United Arab Emirates,ARE,2006,575564,17040
United Arab Emirates,ARE,2007,703800,20534
United Arab Emirates,ARE,2008,845140,24348
United Arab Emirates,ARE,2009,977451,28119
United Arab Emirates,ARE,2010,1084579,31561
United Arab Emirates,ARE,2011,1161080,33928
United Arab Emirates,ARE,2012,1208909,35937
United Kingdom,GBR,1980,8163921,8270088
United Kingdom,GBR,1981,8043404,8235570
United Kingdom,GBR,1982,7889585,8149139
United Kingdom,GBR,1983,7725914,8022215
United Kingdom,GBR,1984,7581010,7870210
United Kingdom,GBR,1985,7435775,7692895
United Kingdom,GBR,1986,7286852,7490927
United Kingdom,GBR,1987,7140056,7274518
United Kingdom,GBR,1988,6993446,7062331
United Kingdom,GBR,1989,6869347,6910668
United Kingdom,GBR,1990,6759319,6812744
United Kingdom,GBR,1991,6686273,6763525
United Kingdom,GBR,1992,6635180,6717763
United Kingdom,GBR,1993,6612889,6683642
United Kingdom,GBR,1994,6597022,6671561
United Kingdom,GBR,1995,6589653,6677804
United Kingdom,GBR,1996,6584502,6679608
United Kingdom,GBR,1997,6575668,6647436
United Kingdom,GBR,1998,6565550,6598485
United Kingdom,GBR,1999,6541378,6533482
United Kingdom,GBR,2000,6482938,6439532
United Kingdom,GBR,2001,6420440,6341457
United Kingdom,GBR,2002,6347952,6232006
United Kingdom,GBR,2003,6230697,6073184
United Kingdom,GBR,2004,6094764,5914078
United Kingdom,GBR,2005,5958952,5759524
United Kingdom,GBR,2006,5809528,5583394
United Kingdom,GBR,2007,5665263,5392701
United Kingdom,GBR,2008,5565590,5221104
United Kingdom,GBR,2009,5505896,5076627
United Kingdom,GBR,2010,5448604,4959212
United Kingdom,GBR,2011,5426314,4899784
United Kingdom,GBR,2012,5445024,4910684
United States,USA,1980,27384093,24848309
United States,USA,1981,27337962,24892792
United States,USA,1982,27551587,25007459
United States,USA,1983,27559269,24957605
United States,USA,1984,27169106,24602389
United States,USA,1985,26728846,24206681
United States,USA,1986,26300533,23808672
United States,USA,1987,25924144,23497304
United States,USA,1988,25507988,23188636
United States,USA,1989,25070461,22867344
United States,USA,1990,24698045,22594100
United States,USA,1991,24511893,22389140
United States,USA,1992,24250576,22105511
United States,USA,1993,23931155,21750522
United States,USA,1994,23586650,21345213
United States,USA,1995,23423140,21063372
United States,USA,1996,23364742,20888523
United States,USA,1997,23379355,20765115
United States,USA,1998,23358188,20689484
United States,USA,1999,23242623,20559160
United States,USA,2000,23060399,20357385
United States,USA,2001,22870651,20084786
United States,USA,2002,22703965,19799394
United States,USA,2003,22587755,19546334
United States,USA,2004,22574912,19416797
United States,USA,2005,22544132,19314474
United States,USA,2006,22425591,19216561
United States,USA,2007,22139342,19068902
United States,USA,2008,21810254,18895480
United States,USA,2009,21517982,18672315
United States,USA,2010,21176961,18329130
United States,USA,2011,20846082,17937650
United States,USA,2012,20669990,17655144
Uruguay,URY,1980,394293,243151
Uruguay,URY,1981,396390,244878
Uruguay,URY,1982,399213,246582
Uruguay,URY,1983,402976,248398
Uruguay,URY,1984,407099,250191
Uruguay,URY,1985,411541,252063
Uruguay,URY,1986,415737,253759
Uruguay,URY,1987,419558,255305
Uruguay,URY,1988,423623,257096
Uruguay,URY,1989,428170,259303
Uruguay,URY,1990,433392,262083
Uruguay,URY,1991,439081,265407
Uruguay,URY,1992,441705,268919
Uruguay,URY,1993,443583,272649
Uruguay,URY,1994,443782,276515
Uruguay,URY,1995,441996,280712
Uruguay,URY,1996,437226,285082
Uruguay,URY,1997,421533,287390
Uruguay,URY,1998,408738,289344
Uruguay,URY,1999,399464,290960
Uruguay,URY,2000,392542,291876
Uruguay,URY,2001,386746,291626
Uruguay,URY,2002,381637,290583
Uruguay,URY,2003,376132,288448
Uruguay,URY,2004,366164,283743
Uruguay,URY,2005,356281,278456
Uruguay,URY,2006,347512,273202
Uruguay,URY,2007,339292,265621
Uruguay,URY,2008,332665,258597
Uruguay,URY,2009,327977,252997
Uruguay,URY,2010,328547,252306
Uruguay,URY,2011,330417,253128
Uruguay,URY,2012,333264,255164
Uzbekistan,UZB,1980,877286,55916
Uzbekistan,UZB,1981,913265,57721
Uzbekistan,UZB,1982,950633,59566
Uzbekistan,UZB,1983,988820,61399
Uzbekistan,UZB,1984,1026868,63181
Uzbekistan,UZB,1985,1063814,64972
Uzbekistan,UZB,1986,1099735,66787
Uzbekistan,UZB,1987,1134644,68607
Uzbekistan,UZB,1988,1170280,70572
Uzbekistan,UZB,1989,1207515,72623
Uzbekistan,UZB,1990,1247010,74687
Uzbekistan,UZB,1991,1289377,76745
Uzbekistan,UZB,1992,1331468,78630
Uzbekistan,UZB,1993,1374084,80369
Uzbekistan,UZB,1994,1415100,82312
Uzbekistan,UZB,1995,1456162,84250
Uzbekistan,UZB,1996,1497677,86241
Uzbekistan,UZB,1997,1527766,89147
Uzbekistan,UZB,1998,1559176,91845
Uzbekistan,UZB,1999,1589545,94469
Uzbekistan,UZB,2000,1617503,96770
Uzbekistan,UZB,2001,1640214,99166
Uzbekistan,UZB,2002,1659574,102014
Uzbekistan,UZB,2003,1658800,108131
Uzbekistan,UZB,2004,1664207,115285
Uzbekistan,UZB,2005,1677721,123469
Uzbekistan,UZB,2006,1700520,132399
Uzbekistan,UZB,2007,1749396,138044
Uzbekistan,UZB,2008,1808408,143700
Uzbekistan,UZB,2009,1875752,149264
Uzbekistan,UZB,2010,1947823,154658
Uzbekistan,UZB,2011,2022926,159708
Uzbekistan,UZB,2012,2099321,164455
Vanuatu,VUT,1980,13121,1296
Vanuatu,VUT,1981,13422,1341
Vanuatu,VUT,1982,13701,1387
Vanuatu,VUT,1983,13947,1432
Vanuatu,VUT,1984,14191,1476
Vanuatu,VUT,1985,14459,1523
Vanuatu,VUT,1986,14737,1569
Vanuatu,VUT,1987,15041,1617
Vanuatu,VUT,1988,15372,1667
Vanuatu,VUT,1989,15746,1718
Vanuatu,VUT,1990,16154,1771
Vanuatu,VUT,1991,16622,1824
Vanuatu,VUT,1992,17127,1877
Vanuatu,VUT,1993,17654,1928
Vanuatu,VUT,1994,18147,1973
Vanuatu,VUT,1995,18574,2015
Vanuatu,VUT,1996,18931,2048
Vanuatu,VUT,1997,19255,2073
Vanuatu,VUT,1998,19513,2089
Vanuatu,VUT,1999,19682,2080
Vanuatu,VUT,2000,19832,2069
Vanuatu,VUT,2001,20028,2066
Vanuatu,VUT,2002,20273,2074
Vanuatu,VUT,2003,20589,2101
Vanuatu,VUT,2004,20941,2137
Vanuatu,VUT,2005,21290,2177
Vanuatu,VUT,2006,21645,2219
Vanuatu,VUT,2007,21984,2258
Vanuatu,VUT,2008,22386,2315
Vanuatu,VUT,2009,22738,2372
Vanuatu,VUT,2010,22625,2364
Vanuatu,VUT,2011,22499,2361
Vanuatu,VUT,2012,22842,2412
Venezuela,VEN,1980,1621961,680108
Venezuela,VEN,1981,1631971,691889
Venezuela,VEN,1982,1628028,699679
Venezuela,VEN,1983,1592320,697658
Venezuela,VEN,1984,1566369,698412
Venezuela,VEN,1985,1543072,700050
Venezuela,VEN,1986,1538614,707714
Venezuela,VEN,1987,1545890,719071
Venezuela,VEN,1988,1569668,735610
Venezuela,VEN,1989,1567850,743635
Venezuela,VEN,1990,1582091,755871
Venezuela,VEN,1991,1616079,774421
Venezuela,VEN,1992,1660173,796777
Venezuela,VEN,1993,1700791,819409
Venezuela,VEN,1994,1730754,837723
Venezuela,VEN,1995,1768651,858213
Venezuela,VEN,1996,1807111,879495
Venezuela,VEN,1997,1836395,900330
Venezuela,VEN,1998,1863423,920938
Venezuela,VEN,1999,1878078,936844
Venezuela,VEN,2000,1901758,954587
Venezuela,VEN,2001,1932359,974248
Venezuela,VEN,2002,1947870,989619
Venezuela,VEN,2003,1950647,1001088
Venezuela,VEN,2004,1980827,1020857
Venezuela,VEN,2005,2023724,1045487
Venezuela,VEN,2006,2048849,1069954
Venezuela,VEN,2007,2083238,1099050
Venezuela,VEN,2008,2125561,1130423
Venezuela,VEN,2009,2155044,1156236
Venezuela,VEN,2010,2177463,1178362
Venezuela,VEN,2011,2217193,1204674
Venezuela,VEN,2012,2291578,1239124
Vietnam,VNM,1980,8066707,611881
Vietnam,VNM,1981,8372243,630316
Vietnam,VNM,1982,8702995,650222
Vietnam,VNM,1983,9055916,672005
Vietnam,VNM,1984,9429358,695109
Vietnam,VNM,1985,9814564,718864
Vietnam,VNM,1986,10216016,743598
Vietnam,VNM,1987,10634464,769814
Vietnam,VNM,1988,11071579,797634
Vietnam,VNM,1989,11523294,826716
Vietnam,VNM,1990,11982294,857127
Vietnam,VNM,1991,12439316,888896
Vietnam,VNM,1992,12894451,923205
Vietnam,VNM,1993,13337208,959793
Vietnam,VNM,1994,13489204,957733
Vietnam,VNM,1995,13587716,951410
Vietnam,VNM,1996,13647957,942587
Vietnam,VNM,1997,13548119,894043
Vietnam,VNM,1998,13526053,852293
Vietnam,VNM,1999,13464403,784051
Vietnam,VNM,2000,13403111,723536
Vietnam,VNM,2001,13330317,671963
Vietnam,VNM,2002,13215497,629410
Vietnam,VNM,2003,12868871,590374
Vietnam,VNM,2004,12739784,556515
Vietnam,VNM,2005,12663036,526622
Vietnam,VNM,2006,12671430,504468
Vietnam,VNM,2007,12732299,487362
Vietnam,VNM,2008,12853789,476341
Vietnam,VNM,2009,13036659,478378
Vietnam,VNM,2010,13262383,486506
Vietnam,VNM,2011,13584938,506437
Vietnam,VNM,2012,13934135,530579
World,OWID_WRL,1980,571717681,148959868
World,OWID_WRL,1981,584602123,151014867
World,OWID_WRL,1982,598246546,153215483
World,OWID_WRL,1983,611964980,155232017
World,OWID_WRL,1984,625202160,156773620
World,OWID_WRL,1985,637063601,157454977
World,OWID_WRL,1986,648699783,157949940
World,OWID_WRL,1987,660251713,158473889
World,OWID_WRL,1988,671666325,158982723
World,OWID_WRL,1989,682804295,159446566
World,OWID_WRL,1990,693777320,159841906
World,OWID_WRL,1991,704765401,160190492
World,OWID_WRL,1992,715654911,160382660
World,OWID_WRL,1993,726176592,160461548
World,OWID_WRL,1994,735387866,160013977
World,OWID_WRL,1995,744472933,159921618
World,OWID_WRL,1996,753662197,160440188
World,OWID_WRL,1997,757066953,160366044
World,OWID_WRL,1998,759792137,160710210
World,OWID_WRL,1999,761365847,161025476
World,OWID_WRL,2000,760001904,160968100
