Country,Year,Total_Death,Stroke_Deaths_Rate (per 100000),Hypertension_Prevalence,Population,Code,"Number of daily male smokers (IHME, GHDx (2012))","Number of daily female smokers (IHME, GHDx (2012))"
Luxembourg,2002,3721.0,64.24,40.1,445920.0,LUX,58233,44518
Luxembourg,2003,4053.0,59.87,40.0,451351.0,LUX,58005,44202
Luxembourg,2004,3589.0,57.22,39.8,457798.0,LUX,57372,43754
Luxembourg,2005,3621.0,54.19,39.5,464868.0,LUX,56663,43425
Luxembourg,2006,3772.0,51.75,39.2,472402.0,LUX,57233,43653
Luxembourg,2007,3872.0,48.67,38.8,479877.0,LUX,58060,43944
Luxembourg,2008,3607.0,46.06,38.4,488643.0,LUX,58344,43886
Luxembourg,2009,3673.0,44.61,37.9,497876.0,LUX,58961,44051
Luxembourg,2010,3778.0,42.8,37.3,507075.0,LUX,59353,44378
Luxembourg,2011,3833.0,40.26,36.7,518207.0,LUX,59891,44919
Luxembourg,2012,3896.0,38.1,36.0,530596.0,LUX,60575,45617
Madagascar,1990,171917.0,178.5,37.1,11882763.0,MDG,1168238,209764
Madagascar,1991,171929.0,180.3,37.3,12245266.0,MDG,1203954,218946
Madagascar,1992,171698.0,181.11,37.4,12623342.0,MDG,1242509,229148
Madagascar,1993,170305.0,186.77,37.6,13020110.0,MDG,1284639,240517
Madagascar,1994,171197.0,180.28,37.8,13436125.0,MDG,1330033,253144
Madagascar,1995,171954.0,195.55,38.0,13869136.0,MDG,1378157,267054
Madagascar,1996,172129.0,196.78,38.1,14317462.0,MDG,1429024,282257
Madagascar,1997,171008.0,197.33,38.3,14778913.0,MDG,1438892,264074
Madagascar,1998,169417.0,198.55,38.5,15250936.0,MDG,1458062,251947
Madagascar,1999,169426.0,194.99,38.8,15730885.0,MDG,1485325,244918
Madagascar,2000,168416.0,193.67,39.0,16216432.0,MDG,1517375,241053
Madagascar,2001,166896.0,191.45,39.3,16709664.0,MDG,1550951,238183
Madagascar,2002,167805.0,192.92,39.6,17211938.0,MDG,1579209,233626
Madagascar,2003,166764.0,193.22,39.8,17724310.0,MDG,1603979,226437
Madagascar,2004,165424.0,191.58,40.1,18250776.0,MDG,1622564,214837
Madagascar,2005,165990.0,188.23,40.3,18792174.0,MDG,1591283,177422
Madagascar,2006,164052.0,185.45,40.5,19350302.0,MDG,1557983,144708
Madagascar,2007,164548.0,183.16,40.6,19924960.0,MDG,1527324,118339
Madagascar,2008,165489.0,184.09,40.6,20513594.0,MDG,1505121,98814
Madagascar,2009,164770.0,184.02,40.5,21117092.0,MDG,1501540,85447
Madagascar,2010,167639.0,183.2,40.3,21731052.0,MDG,1537782,84775
Madagascar,2011,165990.0,181.9,40.1,22348158.0,MDG,1586440,86419
Madagascar,2012,169505.0,180.5,39.8,22966242.0,MDG,1647104,89746
Malawi,1990,209951.0,133.09,34.7,9539669.0,MWI,574899,89079
Malawi,1991,213330.0,132.38,34.8,9831584.0,MWI,591886,92333
Malawi,1992,214989.0,132.56,35.0,10115423.0,MWI,601785,94796
Malawi,1993,218558.0,132.48,35.2,10257232.0,MWI,607669,96908
Malawi,1994,214194.0,134.11,35.4,10131796.0,MWI,612752,99217
Malawi,1995,206334.0,135.42,35.6,10112813.0,MWI,620482,102219
Malawi,1996,211643.0,136.72,35.9,10310525.0,MWI,631371,106049
Malawi,1997,217836.0,137.63,36.1,10512681.0,MWI,636923,105290
Malawi,1998,223939.0,139.44,36.3,10732462.0,MWI,643841,104993
Malawi,1999,221786.0,138.68,36.5,10973953.0,MWI,650526,104701
Malawi,2000,219949.0,137.19,36.8,11229380.0,MWI,655825,104012
Malawi,2001,214055.0,133.9,37.0,11498822.0,MWI,652485,99906
Malawi,2002,208421.0,132.49,37.2,11784500.0,MWI,650209,95931
Malawi,2003,200645.0,130.96,37.4,12087968.0,MWI,649950,92243
Malawi,2004,193179.0,130.07,37.5,12411343.0,MWI,653935,86679
Malawi,2005,186932.0,127.54,37.6,12755647.0,MWI,659636,82286
Malawi,2006,183254.0,125.97,37.6,13118309.0,MWI,665781,80069
Malawi,2007,182308.0,124.0,37.5,13495463.0,MWI,672867,78398
Malawi,2008,180077.0,122.62,37.3,13889420.0,MWI,681866,77229
Malawi,2009,174279.0,121.77,37.0,14298937.0,MWI,693832,76386
Malawi,2010,168031.0,121.04,36.5,14718426.0,MWI,712581,76009
Malawi,2011,160746.0,119.52,35.9,15146095.0,MWI,736290,77092
Malawi,2012,152506.0,117.82,35.2,15581250.0,MWI,763734,78562
Malaysia,1990,81367.0,153.65,34.1,17517060.0,MYS,2532665,101079
Malaysia,1991,83724.0,142.45,34.5,18017470.0,MYS,2599209,103847
Malaysia,1992,86403.0,134.64,35.0,18526708.0,MYS,2661062,106706
Malaysia,1993,87583.0,131.62,35.5,19050074.0,MYS,2721356,109634
Malaysia,1994,88510.0,136.11,36.0,19588706.0,MYS,2780995,112402
Malaysia,1995,90295.0,137.87,36.5,20136886.0,MYS,2843883,115043
Malaysia,1996,94179.0,125.77,37.0,20689060.0,MYS,2911492,117762
Malaysia,1997,98051.0,117.22,37.5,21249178.0,MYS,2967729,119752
Malaysia,1998,102602.0,111.14,38.0,21810542.0,MYS,3040727,121515
Malaysia,1999,105321.0,119.16,38.5,22368652.0,MYS,3112802,123234
Malaysia,2000,104767.0,112.17,39.0,22945152.0,MYS,3177389,125135
Malaysia,2001,103942.0,111.36,39.5,23542522.0,MYS,3240366,127567
Malaysia,2002,106385.0,112.65,40.0,24142448.0,MYS,3294540,130441
Malaysia,2003,109018.0,109.77,40.5,24739420.0,MYS,3340204,133334
Malaysia,2004,113037.0,104.14,41.0,25333250.0,MYS,3355798,136011
Malaysia,2005,116415.0,101.51,41.3,25923540.0,MYS,3374993,137900
Malaysia,2006,121343.0,99.01,41.7,26509416.0,MYS,3423431,135255
Malaysia,2007,126781.0,96.75,41.9,27092604.0,MYS,3481139,131992
Malaysia,2008,132667.0,98.37,42.0,27664304.0,MYS,3549204,128566
Malaysia,2009,139454.0,99.76,42.0,28217208.0,MYS,3634684,125875
Malaysia,2010,143564.0,96.63,42.0,28717728.0,MYS,3740853,124075
Malaysia,2011,143561.0,92.78,41.9,29184140.0,MYS,3854044,123611
Malaysia,2012,145323.0,91.39,41.8,29660216.0,MYS,3958265,127663
Maldives,1990,1782.0,146.74,29.1,224976.0,MDV,18034,4548
Maldives,1991,1740.0,147.91,29.2,232159.0,MDV,18320,4683
Maldives,1992,1690.0,147.22,29.4,239146.0,MDV,18615,4825
Maldives,1993,1638.0,142.11,29.6,245852.0,MDV,18945,4980
Maldives,1994,1583.0,134.2,29.7,252211.0,MDV,19302,5152
Maldives,1995,1513.0,132.41,29.8,258217.0,MDV,19729,5356
Maldives,1996,1405.0,132.59,30.0,263861.0,MDV,20215,5597
Maldives,1997,1357.0,128.91,30.1,269054.0,MDV,21084,5616
Maldives,1998,1337.0,118.57,30.3,273806.0,MDV,21937,5700
Maldives,1999,1306.0,112.08,30.5,278121.0,MDV,22795,5824
Maldives,2000,1259.0,109.99,30.8,282520.0,MDV,23687,5971
Maldives,2001,1173.0,107.49,31.0,287330.0,MDV,24638,6126
Maldives,2002,1115.0,99.67,31.3,292293.0,MDV,25659,6273
Maldives,2003,1095.0,94.93,31.5,297232.0,MDV,26750,6404
Maldives,2004,1203.0,89.37,31.8,302142.0,MDV,27971,6499
Maldives,2005,1143.0,85.04,32.1,307023.0,MDV,29623,6422
Maldives,2006,1167.0,80.99,32.4,314411.0,MDV,31391,6353
Maldives,2007,1167.0,76.96,32.6,325135.0,MDV,33242,6316
Maldives,2008,1132.0,73.66,32.8,336890.0,MDV,35138,6323
Maldives,2009,1129.0,71.08,33.0,349040.0,MDV,37035,6394
Maldives,2010,1116.0,68.52,33.1,361579.0,MDV,38536,6626
Maldives,2011,1115.0,67.5,33.2,374450.0,MDV,39919,6900
Maldives,2012,1104.0,65.99,33.3,387552.0,MDV,41251,7199
Mali,1990,173067.0,130.77,34.1,8945030.0,MLI,364012,67850
Mali,1991,172243.0,129.34,34.1,9123965.0,MLI,370677,68652
Mali,1992,173228.0,129.08,34.1,9310571.0,MLI,379710,69624
Mali,1993,174455.0,128.31,34.1,9506515.0,MLI,390753,70711
Mali,1994,177257.0,128.3,34.1,9711802.0,MLI,403029,71805
Mali,1995,179350.0,128.38,34.1,9921096.0,MLI,415846,72918
Mali,1996,182138.0,127.87,34.2,10131913.0,MLI,428782,74022
Mali,1997,180364.0,126.12,34.2,10359310.0,MLI,439113,75658
Mali,1998,179859.0,123.65,34.3,10620471.0,MLI,450565,77206
Mali,1999,180168.0,121.26,34.4,10916998.0,MLI,463439,78810
Mali,2000,179831.0,120.52,34.6,11239103.0,MLI,477575,80476
Mali,2001,179544.0,118.54,34.7,11583825.0,MLI,492787,82306
Mali,2002,178064.0,118.06,34.9,11952660.0,MLI,508580,84382
Mali,2003,178293.0,116.07,35.1,12342167.0,MLI,525357,86757
Mali,2004,178745.0,115.0,35.2,12751997.0,MLI,540692,90496
Mali,2005,180345.0,114.13,35.4,13180556.0,MLI,556885,94518
Mali,2006,180450.0,114.2,35.5,13623541.0,MLI,573861,98679
Mali,2007,182224.0,114.33,35.6,14080916.0,MLI,592185,101740
Mali,2008,183682.0,114.94,35.7,14551122.0,MLI,611645,104813
Mali,2009,183494.0,115.32,35.7,15032645.0,MLI,632464,107847
Mali,2010,183696.0,115.08,35.6,15529183.0,MLI,653266,110698
Mali,2011,184727.0,114.3,35.6,16039734.0,MLI,673140,113256
Mali,2012,185967.0,113.5,35.4,16514689.0,MLI,692525,115719
Malta,1990,2602.0,83.78,37.5,365396.0,MLT,49817,32016
Malta,1991,2857.0,81.59,37.3,368676.0,MLT,50490,32248
Malta,1992,2952.0,78.9,37.1,371892.0,MLT,51090,32420
Malta,1993,2678.0,76.13,36.9,375257.0,MLT,51597,32550
Malta,1994,2814.0,71.58,36.7,378568.0,MLT,51948,32647
Malta,1995,2744.0,69.25,36.5,381860.0,MLT,52135,32705
Malta,1996,3076.0,67.7,36.3,385271.0,MLT,52239,32746
Malta,1997,2924.0,64.9,36.1,388843.0,MLT,51804,32529
Malta,1998,2896.0,62.63,35.9,392487.0,MLT,51423,32342
Malta,1999,2984.0,61.22,35.7,395993.0,MLT,51020,32145
Malta,2000,3176.0,59.83,35.6,399212.0,MLT,50495,31871
Malta,2001,2920.0,58.03,35.4,402163.0,MLT,50109,31620
Malta,2002,3177.0,57.42,35.2,404708.0,MLT,49705,31393
Malta,2003,3186.0,56.01,35.1,406926.0,MLT,48867,30954
Malta,2004,3163.0,53.33,34.9,408805.0,MLT,48087,30611
Malta,2005,3148.0,49.96,34.6,410217.0,MLT,47301,30341
Malta,2006,3244.0,47.99,34.4,411204.0,MLT,46681,30216
Malta,2007,3215.0,46.46,34.0,412091.0,MLT,46224,30181
Malta,2008,3296.0,44.76,33.7,413407.0,MLT,46019,30222
Malta,2009,3261.0,43.03,33.3,415509.0,MLT,46897,30431
Malta,2010,3024.0,40.49,33.0,418758.0,MLT,47448,30696
Malta,2011,3336.0,39.36,32.5,423577.0,MLT,48166,31015
Malta,2012,3381.0,37.48,32.1,429912.0,MLT,48998,31356
Marshall Islands,1990,336.0,213.03,29.6,46069.0,MHL,4439,593
Marshall Islands,1991,337.0,214.27,29.3,47079.0,MHL,4564,610
Marshall Islands,1992,338.0,216.02,29.0,48032.0,MHL,4665,625
Marshall Islands,1993,340.0,214.23,28.8,48961.0,MHL,4756,638
Marshall Islands,1994,342.0,198.61,28.5,49859.0,MHL,4837,651
Marshall Islands,1995,341.0,199.69,28.3,50723.0,MHL,4906,661
Marshall Islands,1996,340.0,199.34,28.2,51556.0,MHL,4978,671
Marshall Islands,1997,340.0,200.65,28.1,52376.0,MHL,5036,684
Marshall Islands,1998,340.0,201.15,28.0,53186.0,MHL,5105,698
Marshall Islands,1999,341.0,202.04,28.0,53852.0,MHL,5177,713
Marshall Islands,2000,351.0,201.87,28.0,54243.0,MHL,5253,728
Marshall Islands,2001,346.0,201.07,28.1,54430.0,MHL,5342,747
Marshall Islands,2002,348.0,200.48,28.2,54511.0,MHL,5448,769
Marshall Islands,2003,351.0,200.27,28.3,54517.0,MHL,5536,794
Marshall Islands,2004,356.0,199.75,28.6,54452.0,MHL,5621,820
Marshall Islands,2005,361.0,199.64,28.8,54356.0,MHL,5705,844
Marshall Islands,2006,366.0,201.17,29.1,54224.0,MHL,5789,870
Marshall Islands,2007,370.0,200.71,29.4,54061.0,MHL,5874,895
Marshall Islands,2008,374.0,200.26,29.7,53833.0,MHL,5961,919
Marshall Islands,2009,373.0,199.34,30.0,53616.0,MHL,6059,944
Marshall Islands,2010,372.0,197.94,30.3,53431.0,MHL,6186,969
Marshall Islands,2011,369.0,196.0,30.6,52991.0,MHL,6318,994
Marshall Islands,2012,364.0,194.02,30.8,52223.0,MHL,6457,1020
Mauritania,1990,19303.0,130.15,37.0,2006035.0,MRT,93163,17129
Mauritania,1991,19689.0,126.91,37.1,2066307.0,MRT,97007,17774
Mauritania,1992,19976.0,124.78,37.2,2147536.0,MRT,101216,18477
Mauritania,1993,20919.0,122.5,37.3,2237070.0,MRT,105732,19221
Mauritania,1994,21679.0,118.23,37.5,2315198.0,MRT,110793,20017
Mauritania,1995,22464.0,114.43,37.6,2380345.0,MRT,116287,20853
Mauritania,1996,23030.0,112.12,37.7,2428830.0,MRT,122143,21724
Mauritania,1997,22902.0,109.19,37.9,2484287.0,MRT,128482,22628
Mauritania,1998,23218.0,106.95,38.0,2550504.0,MRT,135467,23614
Mauritania,1999,23532.0,102.85,38.2,2620616.0,MRT,142985,24661
Mauritania,2000,23883.0,101.5,38.4,2695018.0,MRT,151302,25800
Mauritania,2001,24306.0,100.67,38.6,2761830.0,MRT,160271,27020
Mauritania,2002,24644.0,99.22,38.8,2821709.0,MRT,169880,28321
Mauritania,2003,25011.0,96.67,39.1,2883328.0,MRT,179515,29678
Mauritania,2004,25233.0,96.39,39.3,2946583.0,MRT,187818,31013
Mauritania,2005,25727.0,94.81,39.5,3012363.0,MRT,195963,32352
Mauritania,2006,26018.0,94.15,39.6,3081228.0,MRT,202837,33569
Mauritania,2007,26172.0,91.78,39.7,3153519.0,MRT,210681,34992
Mauritania,2008,26566.0,90.3,39.8,3233342.0,MRT,218885,36462
Mauritania,2009,27391.0,91.09,39.8,3322625.0,MRT,227752,38008
Mauritania,2010,28452.0,89.78,39.7,3419462.0,MRT,236610,39328
Mauritania,2011,29744.0,89.24,39.5,3524250.0,MRT,245229,40595
Mauritania,2012,31123.0,89.58,39.4,3636122.0,MRT,253196,41876
Mauritius,1990,7241.0,161.1,31.4,1090296.0,MUS,147989,12276
Mauritius,1991,7074.0,157.13,31.8,1104267.0,MUS,150928,12423
Mauritius,1992,7189.0,156.86,32.1,1118719.0,MUS,153987,12594
Mauritius,1993,7393.0,158.48,32.5,1133260.0,MUS,155850,12507
Mauritius,1994,7531.0,159.09,32.8,1147165.0,MUS,157193,12389
Mauritius,1995,7591.0,155.7,33.2,1160218.0,MUS,158113,12265
Mauritius,1996,7851.0,154.98,33.6,1172545.0,MUS,158509,12187
Mauritius,1997,7911.0,160.73,33.9,1184265.0,MUS,157183,12031
Mauritius,1998,8038.0,150.75,34.3,1194879.0,MUS,155848,11958
Mauritius,1999,7943.0,148.69,34.7,1205416.0,MUS,152475,11728
Mauritius,2000,8037.0,144.87,35.1,1215930.0,MUS,149018,11537
Mauritius,2001,8144.0,138.16,35.5,1225272.0,MUS,145962,11408
Mauritius,2002,8336.0,132.66,35.9,1233974.0,MUS,143639,11366
Mauritius,2003,8415.0,125.84,36.3,1242343.0,MUS,142207,11442
Mauritius,2004,8533.0,114.3,36.7,1250388.0,MUS,142599,12316
Mauritius,2005,8652.0,104.18,37.0,1258050.0,MUS,144376,12603
Mauritius,2006,8749.0,94.13,37.3,1264777.0,MUS,146689,12879
Mauritius,2007,8875.0,83.49,37.4,1270591.0,MUS,149411,13133
Mauritius,2008,8960.0,79.21,37.5,1275691.0,MUS,152409,13322
Mauritius,2009,9023.0,74.51,37.4,1279868.0,MUS,155774,13583
Mauritius,2010,9040.0,70.24,37.2,1283347.0,MUS,159386,13848
Mauritius,2011,9147.0,66.08,36.9,1286239.0,MUS,163019,14107
Mauritius,2012,9344.0,64.81,36.5,1288753.0,MUS,166616,14347
Mexico,1990,473031.0,60.19,29.5,81720424.0,MEX,9798844,3591813
Mexico,1991,474400.0,58.37,30.0,83351600.0,MEX,9909217,3671142
Mexico,1992,475508.0,57.26,30.5,84993160.0,MEX,9942268,3730367
Mexico,1993,476582.0,56.35,31.0,86648440.0,MEX,9923752,3765264
Mexico,1994,478018.0,55.36,31.4,88314420.0,MEX,9584041,3599002
Mexico,1995,479154.0,55.47,31.9,89969570.0,MEX,9227138,3403647
Mexico,1996,480313.0,54.82,32.4,91586560.0,MEX,8776383,3176699
Mexico,1997,480966.0,53.49,32.8,93183090.0,MEX,8140674,2910597
Mexico,1998,482794.0,51.32,33.2,94767290.0,MEX,7584518,2705776
Mexico,1999,486055.0,49.12,33.6,96334810.0,MEX,7057558,2537899
Mexico,2000,490035.0,46.79,34.0,97873450.0,MEX,6652454,2409308
Mexico,2001,494017.0,45.42,34.2,99394290.0,MEX,6354915,2312435
Mexico,2002,499949.0,45.18,34.5,100917080.0,MEX,6140519,2235639
Mexico,2003,508888.0,44.64,34.6,102429340.0,MEX,5952610,2155801
Mexico,2004,520537.0,42.88,34.8,103945816.0,MEX,5901076,2097079
Mexico,2005,536265.0,42.24,34.9,105442400.0,MEX,5860025,2038105
Mexico,2006,554109.0,40.17,35.0,106886790.0,MEX,5743775,1964860
Mexico,2007,574989.0,38.9,35.0,108302980.0,MEX,5627762,1908420
Mexico,2008,596032.0,39.22,35.1,109684500.0,MEX,5557237,1883048
Mexico,2009,615243.0,39.43,35.1,111049420.0,MEX,5604678,1910129
Mexico,2010,629665.0,38.06,35.0,112532400.0,MEX,5804869,2005244
Mexico,2011,638875.0,36.56,34.9,114150480.0,MEX,6042858,2124837
Mexico,2012,653197.0,35.86,34.6,115755910.0,MEX,6260177,2235847
Moldova,1990,47513.0,165.07,52.6,4480206.0,MDA,725814,97833
Moldova,1991,52267.0,177.05,52.4,4490929.0,MDA,721035,95687
Moldova,1992,51586.0,170.74,52.3,4494901.0,MDA,704627,91884
Moldova,1993,54229.0,176.7,52.1,4493699.0,MDA,689546,88303
Moldova,1994,60798.0,191.98,51.9,4482513.0,MDA,668321,84067
Moldova,1995,60108.0,190.66,51.7,4461238.0,MDA,647924,80250
Moldova,1996,64372.0,175.06,51.6,4430199.0,MDA,629806,77131
Moldova,1997,59610.0,157.97,51.4,4393794.0,MDA,600352,73807
Moldova,1998,58597.0,148.02,51.3,4353535.0,MDA,574840,71326
Moldova,1999,58751.0,148.46,51.2,4303942.0,MDA,553403,69521
Moldova,2000,55528.0,149.55,51.1,4251571.0,MDA,537858,68406
Moldova,2001,54472.0,149.14,51.0,4200500.0,MDA,527769,67810
Moldova,2002,54401.0,154.79,50.9,4147644.0,MDA,522396,67498
Moldova,2003,52745.0,158.45,50.9,4093984.0,MDA,519984,67260
Moldova,2004,50971.0,153.73,50.9,4046998.0,MDA,520341,67215
Moldova,2005,50345.0,155.28,50.8,4001380.0,MDA,523681,67420
Moldova,2006,49383.0,148.9,50.8,3942748.0,MDA,516896,66568
Moldova,2007,47762.0,146.9,50.7,3876847.0,MDA,511049,66125
Moldova,2008,46304.0,141.41,50.6,3812420.0,MDA,509565,66426
Moldova,2009,45777.0,136.46,50.5,3749496.0,MDA,507855,66909
Moldova,2010,46819.0,134.42,50.3,3678186.0,MDA,510601,67851
Moldova,2011,47580.0,117.87,50.2,3595135.0,MDA,524585,69937
Moldova,2012,47761.0,114.83,50.0,3507197.0,MDA,539830,72125
Mongolia,1990,22707.0,184.38,41.6,2161440.0,MNG,252717,31945
Mongolia,1991,22084.0,188.2,41.8,2200077.0,MNG,258528,32466
Mongolia,1992,21448.0,192.3,42.0,2236503.0,MNG,262888,32786
Mongolia,1993,20826.0,192.05,42.2,2270313.0,MNG,266607,32981
Mongolia,1994,20354.0,195.56,42.4,2301514.0,MNG,270468,33235
Mongolia,1995,20153.0,211.22,42.6,2330339.0,MNG,275385,33545
Mongolia,1996,20577.0,222.16,42.9,2357038.0,MNG,281083,33905
Mongolia,1997,20019.0,227.28,43.1,2381777.0,MNG,288142,34361
Mongolia,1998,18963.0,232.04,43.4,2405156.0,MNG,296026,34991
Mongolia,1999,18243.0,242.45,43.6,2428500.0,MNG,304607,35795
Mongolia,2000,18069.0,257.82,43.9,2450988.0,MNG,314526,36732
Mongolia,2001,17928.0,274.59,44.2,2472612.0,MNG,324822,37835
Mongolia,2002,18058.0,286.47,44.5,2494622.0,MNG,335611,39160
Mongolia,2003,17645.0,294.12,44.8,2516461.0,MNG,346969,40700
Mongolia,2004,17451.0,295.25,45.0,2537955.0,MNG,359123,42398
Mongolia,2005,17915.0,298.12,45.2,2559258.0,MNG,371508,44209
Mongolia,2006,17781.0,297.29,45.4,2581245.0,MNG,382308,46391
Mongolia,2007,17873.0,287.73,45.5,2605647.0,MNG,393681,48754
Mongolia,2008,18000.0,281.3,45.5,2633896.0,MNG,406026,51304
Mongolia,2009,18188.0,281.11,45.6,2666718.0,MNG,417840,53915
Mongolia,2010,18202.0,273.77,45.5,2702527.0,MNG,430440,56230
Mongolia,2011,18500.0,263.9,45.4,2743946.0,MNG,443930,58658
Mongolia,2012,18209.0,256.35,45.2,2792354.0,MNG,457807,61124
Montenegro,1990,4212.0,199.8,47.5,621450.0,MNE,78974,44093
Montenegro,1991,4347.0,193.89,47.2,624961.0,MNE,79351,44404
Montenegro,1992,4860.0,196.25,46.9,627669.0,MNE,80101,44877
Montenegro,1993,4860.0,205.37,46.6,629560.0,MNE,81369,45510
Montenegro,1994,5516.0,215.77,46.3,630973.0,MNE,82621,46073
Montenegro,1995,5222.0,220.17,46.0,632066.0,MNE,83649,46530
Montenegro,1996,5585.0,225.05,45.7,633014.0,MNE,84107,46786
Montenegro,1997,5642.0,231.19,45.4,633610.0,MNE,84341,47207
Montenegro,1998,5777.0,229.11,45.2,633912.0,MNE,84460,47603
Montenegro,1999,6184.0,227.83,45.0,633728.0,MNE,84859,48088
Montenegro,2000,5725.0,226.74,44.9,633330.0,MNE,85081,48484
Montenegro,2001,5596.0,226.96,44.8,633062.0,MNE,85333,48871
Montenegro,2002,5833.0,227.3,44.7,632745.0,MNE,85614,49219
Montenegro,2003,5938.0,231.39,44.7,632356.0,MNE,85906,49531
Montenegro,2004,5768.0,233.42,44.7,632550.0,MNE,86144,49769
Montenegro,2005,6131.0,234.24,44.8,632885.0,MNE,86262,49900
Montenegro,2006,6319.0,234.89,44.9,632551.0,MNE,86074,49872
Montenegro,2007,6239.0,236.66,45.0,631931.0,MNE,85580,49691
Montenegro,2008,5957.0,235.02,45.0,631475.0,MNE,84950,49431
Montenegro,2009,6162.0,232.1,45.1,631187.0,MNE,84630,49283
Montenegro,2010,5822.0,228.76,45.1,631048.0,MNE,84387,49185
Montenegro,2011,6059.0,226.57,45.1,631801.0,MNE,84188,49114
Montenegro,2012,6108.0,224.55,45.1,633053.0,MNE,84112,49099
Morocco,1990,189752.0,132.16,36.4,24570816.0,MAR,1965785,51107
Morocco,1991,188670.0,131.8,36.5,24988088.0,MAR,2019662,52007
Morocco,1992,187631.0,133.88,36.7,25400676.0,MAR,2079639,52879
Morocco,1993,185933.0,134.78,36.8,25806782.0,MAR,2141695,53740
Morocco,1994,184508.0,133.23,37.0,26201554.0,MAR,2198459,54362
Morocco,1995,184265.0,132.6,37.1,26599054.0,MAR,2262812,55137
Morocco,1996,183074.0,130.64,37.3,26999094.0,MAR,2322226,55903
Morocco,1997,183260.0,129.77,37.4,27397118.0,MAR,2381343,56745
Morocco,1998,183441.0,128.94,37.5,27791828.0,MAR,2437719,57456
Morocco,1999,183408.0,129.64,37.6,28176992.0,MAR,2496921,58263
Morocco,2000,183928.0,122.98,37.7,28554420.0,MAR,2555551,59213
Morocco,2001,184372.0,118.23,37.8,28930100.0,MAR,2599560,60762
Morocco,2002,185403.0,116.52,37.8,29301820.0,MAR,2644966,62424
Morocco,2003,186478.0,118.64,37.8,29661272.0,MAR,2685644,64442
Morocco,2004,188182.0,117.86,37.8,30033124.0,MAR,2725317,66311
Morocco,2005,188186.0,117.64,37.7,30431898.0,MAR,2766373,68429
Morocco,2006,189261.0,117.71,37.6,30833024.0,MAR,2805699,70816
Morocco,2007,189756.0,118.05,37.5,31232634.0,MAR,2845275,73902
Morocco,2008,190642.0,117.24,37.4,31634996.0,MAR,2883098,77205
Morocco,2009,192115.0,116.34,37.3,32042880.0,MAR,2923366,80706
Morocco,2010,193934.0,115.1,37.1,32464866.0,MAR,2967681,84273
Morocco,2011,194690.0,113.6,37.0,32903708.0,MAR,3017568,86890
Morocco,2012,195641.0,113.18,36.8,33352166.0,MAR,3072380,89109
Mozambique,1990,267567.0,157.57,37.1,13303461.0,MOZ,680376,138560
Mozambique,1991,269651.0,155.78,37.2,13561180.0,MOZ,699214,142293
Mozambique,1992,270754.0,155.58,37.3,13816886.0,MOZ,732086,147444
Mozambique,1993,270497.0,155.21,37.4,14206253.0,MOZ,774265,153786
Mozambique,1994,276463.0,153.43,37.6,14912879.0,MOZ,816955,160433
Mozambique,1995,286768.0,152.06,37.7,15594829.0,MOZ,853828,166589
Mozambique,1996,287439.0,151.2,37.8,16079560.0,MOZ,884308,172351
Mozambique,1997,286722.0,151.0,38.0,16521724.0,MOZ,910450,178078
Mozambique,1998,285319.0,150.3,38.2,16923202.0,MOZ,931169,183156
Mozambique,1999,281732.0,150.19,38.4,17337896.0,MOZ,950120,187789
Mozambique,2000,279069.0,151.98,38.6,17768510.0,MOZ,970130,192157
Mozambique,2001,277046.0,149.65,38.9,18220724.0,MOZ,993342,196502
Mozambique,2002,275764.0,151.24,39.2,18694948.0,MOZ,1019953,201064
Mozambique,2003,277355.0,151.58,39.5,19186758.0,MOZ,1050362,205933
Mozambique,2004,277482.0,154.71,39.8,19694412.0,MOZ,1089873,213253
Mozambique,2005,278369.0,158.5,40.1,20211124.0,MOZ,1129904,220489
Mozambique,2006,278213.0,162.28,40.4,20735990.0,MOZ,1156150,224299
Mozambique,2007,275480.0,164.77,40.6,21280520.0,MOZ,1176687,227386
Mozambique,2008,274321.0,169.14,40.7,21845572.0,MOZ,1193035,229979
Mozambique,2009,273021.0,172.33,40.8,22436660.0,MOZ,1207821,232116
Mozambique,2010,274867.0,176.43,40.7,23073732.0,MOZ,1223055,234219
Mozambique,2011,272708.0,179.36,40.6,23760424.0,MOZ,1241840,237129
Mozambique,2012,269222.0,181.73,40.5,24487614.0,MOZ,1273973,241271
Myanmar,1990,460947.0,277.84,30.6,40099556.0,MMR,4869873,794558
Myanmar,1991,460555.0,277.67,30.8,40680540.0,MMR,5012200,812658
Myanmar,1992,462440.0,276.73,31.0,41237810.0,MMR,5134617,829018
Myanmar,1993,461102.0,275.77,31.2,41788304.0,MMR,5246303,844947
Myanmar,1994,460650.0,274.38,31.4,42337110.0,MMR,5341408,858616
Myanmar,1995,460801.0,273.1,31.6,42880188.0,MMR,5426931,871854
Myanmar,1996,452427.0,271.65,31.8,43423376.0,MMR,5504910,886081
Myanmar,1997,453009.0,270.21,32.0,43972060.0,MMR,5567156,913340
Myanmar,1998,448117.0,268.91,32.2,44516188.0,MMR,5626432,940438
Myanmar,1999,453976.0,267.44,32.5,45041644.0,MMR,5662159,967971
Myanmar,2000,455684.0,267.12,32.8,45538340.0,MMR,5666036,999186
Myanmar,2001,458233.0,266.21,33.1,46014828.0,MMR,5647480,1036872
Myanmar,2002,459819.0,263.66,33.5,46480236.0,MMR,5609960,1131352
