Country,Year,Total_Death,Stroke_Deaths_Rate (per 100000),Hypertension_Prevalence,Population,Code,"Number of daily male smokers (IHME, GHDx (2012))","Number of daily female smokers (IHME, GHDx (2012))"
Congo,1999,38440.0,168.92,39.6,3016661.0,COG,139800,10206
Congo,2000,37765.0,163.62,39.7,3134034.0,COG,144030,10639
Congo,2001,38549.0,156.84,39.9,3254105.0,COG,147996,11056
Congo,2002,38285.0,151.35,40.1,3331170.0,COG,151759,11461
Congo,2003,37438.0,149.91,40.3,3424664.0,COG,155663,11848
Congo,2004,36783.0,147.86,40.5,3543018.0,COG,159850,12230
Congo,2005,35929.0,145.05,40.7,3672845.0,COG,164568,12625
Congo,2006,35839.0,143.22,40.9,3813325.0,COG,169912,13059
Congo,2007,35713.0,141.88,41.0,3956337.0,COG,175872,13534
Congo,2008,35546.0,141.07,41.1,4089607.0,COG,181896,14044
Congo,2009,35315.0,138.83,41.1,4257234.0,COG,187645,14568
Congo,2010,36018.0,136.8,41.1,4437883.0,COG,192644,15097
Congo,2011,36393.0,134.76,41.0,4584223.0,COG,197094,15632
Congo,2012,36651.0,134.14,40.9,4713260.0,COG,201396,16157
Costa Rica,1990,11854.0,51.2,33.5,3158257.0,CRI,147890,54032
Costa Rica,1991,12364.0,50.97,33.8,3239419.0,CRI,150477,55165
Costa Rica,1992,12812.0,50.71,34.1,3321943.0,CRI,152789,56043
Costa Rica,1993,13230.0,48.95,34.4,3405376.0,CRI,155217,56770
Costa Rica,1994,13788.0,49.61,34.7,3489158.0,CRI,157790,54774
Costa Rica,1995,14461.0,49.34,35.0,3572855.0,CRI,160936,52911
Costa Rica,1996,14659.0,45.82,35.3,3656235.0,CRI,163410,54330
Costa Rica,1997,14864.0,44.25,35.7,3739425.0,CRI,167101,57199
Costa Rica,1998,15684.0,43.15,36.0,3821428.0,CRI,172863,61014
Costa Rica,1999,15917.0,42.4,36.3,3901431.0,CRI,180405,65515
Costa Rica,2000,15868.0,40.22,36.6,3979189.0,CRI,190220,70529
Costa Rica,2001,16551.0,39.52,36.9,4053223.0,CRI,201424,76401
Costa Rica,2002,16464.0,36.07,37.2,4122628.0,CRI,213386,83034
Costa Rica,2003,16967.0,35.12,37.4,4188609.0,CRI,225263,90050
Costa Rica,2004,17196.0,34.34,37.7,4252803.0,CRI,237030,97297
Costa Rica,2005,17584.0,30.91,38.0,4315894.0,CRI,248057,104416
Costa Rica,2006,18270.0,31.12,38.2,4378170.0,CRI,257938,111024
Costa Rica,2007,19100.0,27.26,38.5,4440023.0,CRI,266878,117190
Costa Rica,2008,19893.0,27.3,38.7,4501921.0,CRI,275512,122995
Costa Rica,2009,20216.0,26.47,38.8,4563131.0,CRI,284452,128798
Costa Rica,2010,21026.0,29.29,38.9,4622250.0,CRI,292433,134064
Costa Rica,2011,20485.0,27.95,38.9,4679927.0,CRI,298401,136745
Costa Rica,2012,21498.0,27.77,38.9,4736593.0,CRI,303877,139043
Cote d'Ivoire,1990,164950.0,124.13,36.6,11910540.0,CIV,530502,75283
Cote d'Ivoire,1991,173127.0,123.96,36.7,12369273.0,CIV,547650,78246
Cote d'Ivoire,1992,180689.0,124.87,36.8,12838315.0,CIV,565037,81343
Cote d'Ivoire,1993,188292.0,126.43,36.9,13316449.0,CIV,582811,84509
Cote d'Ivoire,1994,195689.0,127.78,37.0,13802283.0,CIV,600149,87660
Cote d'Ivoire,1995,203341.0,129.26,37.1,14299727.0,CIV,615851,90610
Cote d'Ivoire,1996,210694.0,129.19,37.2,14810945.0,CIV,630322,93293
Cote d'Ivoire,1997,218226.0,128.34,37.4,15335461.0,CIV,644448,94342
Cote d'Ivoire,1998,227906.0,127.94,37.5,15858988.0,CIV,661634,93890
Cote d'Ivoire,1999,235175.0,127.35,37.7,16345895.0,CIV,679246,92624
Cote d'Ivoire,2000,240582.0,128.51,37.8,16799664.0,CIV,695652,91024
Cote d'Ivoire,2001,244566.0,127.33,38.0,17245470.0,CIV,710250,89277
Cote d'Ivoire,2002,247048.0,127.53,38.2,17683904.0,CIV,723630,87426
Cote d'Ivoire,2003,250632.0,126.05,38.4,18116450.0,CIV,738101,85603
Cote d'Ivoire,2004,250454.0,125.41,38.6,18544900.0,CIV,766054,81298
Cote d'Ivoire,2005,249624.0,124.24,38.8,18970216.0,CIV,800604,77350
Cote d'Ivoire,2006,248140.0,123.67,39.0,19394062.0,CIV,840128,74073
Cote d'Ivoire,2007,245846.0,120.72,39.1,19817700.0,CIV,883005,71454
Cote d'Ivoire,2008,242786.0,119.46,39.1,20244452.0,CIV,928382,69528
Cote d'Ivoire,2009,239198.0,118.09,39.1,20677762.0,CIV,975042,68263
Cote d'Ivoire,2010,237064.0,116.9,39.0,21120040.0,CIV,1025199,67554
Cote d'Ivoire,2011,236490.0,115.96,38.8,21562916.0,CIV,1076335,67348
Cote d'Ivoire,2012,232251.0,114.98,38.6,22010708.0,CIV,1126888,67625
Croatia,1990,54170.0,161.6,48.9,4873705.0,HRV,583735,447959
Croatia,1991,59288.0,155.73,48.5,4844526.0,HRV,584993,448350
Croatia,1992,52816.0,151.56,48.1,4798318.0,HRV,582737,446301
Croatia,1993,51958.0,150.2,47.8,4792409.0,HRV,578296,442578
Croatia,1994,50997.0,148.11,47.4,4819431.0,HRV,574421,438426
Croatia,1995,53878.0,148.94,47.1,4807100.0,HRV,571793,434764
Croatia,1996,52964.0,151.77,46.7,4758624.0,HRV,569049,426246
Croatia,1997,53925.0,153.09,46.4,4711373.0,HRV,567148,414807
Croatia,1998,54445.0,150.84,46.2,4659937.0,HRV,567344,405333
Croatia,1999,54067.0,147.59,46.0,4605329.0,HRV,568305,397367
Croatia,2000,52570.0,139.64,45.9,4548438.0,HRV,571241,391786
Croatia,2001,52368.0,134.64,45.8,4506760.0,HRV,575554,388511
Croatia,2002,53158.0,132.91,45.8,4482874.0,HRV,581254,387401
Croatia,2003,55017.0,130.55,45.9,4461141.0,HRV,588530,388178
Croatia,2004,51858.0,123.11,46.0,4443351.0,HRV,596612,391276
Croatia,2005,53686.0,120.74,46.2,4429687.0,HRV,604622,394409
Croatia,2006,52250.0,115.72,46.5,4417562.0,HRV,612284,396770
Croatia,2007,54240.0,114.86,46.7,4405542.0,HRV,619617,398549
Croatia,2008,53919.0,111.05,46.9,4393666.0,HRV,626543,399592
Croatia,2009,54280.0,103.34,47.2,4382142.0,HRV,630223,399300
Croatia,2010,53905.0,99.69,47.4,4368680.0,HRV,631503,398247
Croatia,2011,52934.0,95.05,47.5,4351838.0,HRV,631137,396421
Croatia,2012,53843.0,90.78,47.7,4331592.0,HRV,628820,393901
Cuba,1990,72753.0,72.47,34.9,10626679.0,CUB,945183,506840
Cuba,1991,74625.0,71.18,35.0,10713809.0,CUB,957923,515031
Cuba,1992,76454.0,72.62,35.1,10783745.0,CUB,978601,527598
Cuba,1993,78062.0,73.65,35.2,10840934.0,CUB,1005972,542711
Cuba,1994,79174.0,73.01,35.3,10887204.0,CUB,1031274,557050
Cuba,1995,80081.0,72.62,35.4,10926708.0,CUB,1053702,570261
Cuba,1996,80263.0,71.98,35.6,10963036.0,CUB,1069045,580730
Cuba,1997,80209.0,70.42,35.7,10998130.0,CUB,1076094,585492
Cuba,1998,79989.0,70.3,35.9,11033762.0,CUB,1080691,589671
Cuba,1999,80043.0,70.08,36.0,11070093.0,CUB,1079291,591949
Cuba,2000,80523.0,68.25,36.2,11105799.0,CUB,1073687,592392
Cuba,2001,81581.0,67.59,36.5,11139130.0,CUB,1065449,592301
Cuba,2002,83136.0,62.83,36.7,11170054.0,CUB,1055549,592893
Cuba,2003,84808.0,63.36,37.0,11199215.0,CUB,1045412,593293
Cuba,2004,86402.0,63.73,37.2,11225296.0,CUB,1035587,593501
Cuba,2005,87791.0,64.19,37.5,11246113.0,CUB,1024051,592311
Cuba,2006,89018.0,59.65,37.8,11260636.0,CUB,1009096,589749
Cuba,2007,90186.0,58.86,38.1,11269890.0,CUB,995524,586384
Cuba,2008,91396.0,59.48,38.4,11276607.0,CUB,988128,583950
Cuba,2009,92560.0,59.13,38.6,11283184.0,CUB,983186,581862
Cuba,2010,93794.0,58.71,38.8,11290420.0,CUB,980092,580727
Cuba,2011,95281.0,54.13,39.0,11298713.0,CUB,978793,580077
Cuba,2012,96990.0,54.31,39.1,11309292.0,CUB,977890,579532
Cyprus,1990,6957.0,122.1,38.3,788501.0,CYP,111733,56207
Cyprus,1991,7087.0,126.7,38.1,799067.0,CYP,112935,56863
Cyprus,1992,7053.0,129.98,37.9,810435.0,CYP,114291,57610
Cyprus,1993,6981.0,128.75,37.7,825993.0,CYP,115618,58351
Cyprus,1994,7065.0,123.1,37.5,844452.0,CYP,117068,59194
Cyprus,1995,6918.0,117.3,37.3,862419.0,CYP,118758,60133
Cyprus,1996,6822.0,110.81,37.2,880064.0,CYP,120549,61122
Cyprus,1997,6795.0,105.91,37.0,897476.0,CYP,119911,59781
Cyprus,1998,6780.0,103.16,36.8,914667.0,CYP,120187,59164
Cyprus,1999,6947.0,99.33,36.6,931612.0,CYP,121094,59031
Cyprus,2000,7026.0,92.36,36.4,948238.0,CYP,123315,59662
Cyprus,2001,7013.0,86.65,36.3,964838.0,CYP,125902,60716
Cyprus,2002,6937.0,82.44,36.1,982202.0,CYP,129316,61768
Cyprus,2003,6907.0,79.13,36.0,1000355.0,CYP,132363,62377
Cyprus,2004,7000.0,76.37,35.8,1018688.0,CYP,135330,62801
Cyprus,2005,7099.0,74.82,35.6,1037070.0,CYP,138282,62975
Cyprus,2006,7131.0,73.29,35.3,1055445.0,CYP,139866,61539
Cyprus,2007,7043.0,69.55,35.0,1073875.0,CYP,142713,60746
Cyprus,2008,7169.0,65.24,34.7,1092402.0,CYP,146007,60437
Cyprus,2009,7121.0,60.77,34.3,1110979.0,CYP,149668,60745
Cyprus,2010,7205.0,58.93,33.9,1129693.0,CYP,154829,62481
Cyprus,2011,7257.0,57.27,33.6,1145090.0,CYP,161301,65056
Cyprus,2012,7432.0,55.43,33.2,1156556.0,CYP,165974,67272
Czechia,1990,129149.0,179.82,46.4,10301190.0,CZE,1166798,929235
Czechia,1991,124304.0,170.17,45.9,10303359.0,CZE,1186371,938020
Czechia,1992,120340.0,162.59,45.3,10310956.0,CZE,1207839,943246
Czechia,1993,118129.0,155.01,44.8,10318915.0,CZE,1230875,945389
Czechia,1994,117255.0,149.41,44.2,10321309.0,CZE,1252538,929174
Czechia,1995,117713.0,146.89,43.7,10311702.0,CZE,1268200,906814
Czechia,1996,112746.0,137.85,43.2,10295653.0,CZE,1277610,882095
Czechia,1997,112725.0,135.73,42.8,10279042.0,CZE,1281921,861359
Czechia,1998,109428.0,130.86,42.4,10263837.0,CZE,1287978,848336
Czechia,1999,109749.0,128.49,42.1,10249145.0,CZE,1294869,841587
Czechia,2000,108910.0,126.59,41.8,10234712.0,CZE,1302246,844156
Czechia,2001,107687.0,124.12,41.7,10230273.0,CZE,1309630,851657
Czechia,2002,108079.0,118.51,41.6,10238170.0,CZE,1318112,866005
Czechia,2003,111214.0,117.09,41.6,10248039.0,CZE,1328397,895800
Czechia,2004,107056.0,106.73,41.6,10261003.0,CZE,1329303,918156
Czechia,2005,107837.0,100.09,41.6,10280122.0,CZE,1321392,930720
Czechia,2006,104346.0,90.8,41.7,10304822.0,CZE,1301530,928845
Czechia,2007,104543.0,83.38,41.8,10337831.0,CZE,1277656,918577
Czechia,2008,104766.0,78.77,41.9,10378586.0,CZE,1256785,905052
Czechia,2009,107264.0,73.49,41.9,10421515.0,CZE,1251184,893478
Czechia,2010,106641.0,68.37,42.0,10464750.0,CZE,1246703,883069
Czechia,2011,106732.0,64.53,42.0,10496379.0,CZE,1243514,874730
Czechia,2012,108020.0,61.16,41.9,10511065.0,CZE,1246329,873330
Democratic Republic of Congo,1990,604322.0,139.77,33.0,35987544.0,COD,1391798,111094
Democratic Republic of Congo,1991,616541.0,139.55,32.9,37194820.0,COD,1442461,114683
Democratic Republic of Congo,1992,628748.0,138.84,32.8,38332300.0,COD,1498641,118567
Democratic Republic of Congo,1993,638472.0,137.34,32.7,39580850.0,COD,1555891,122531
Democratic Republic of Congo,1994,653158.0,137.2,32.6,41511988.0,COD,1608922,126308
Democratic Republic of Congo,1995,681629.0,137.61,32.5,43285788.0,COD,1655817,129580
Democratic Republic of Congo,1996,730157.0,139.63,32.4,44118716.0,COD,1696346,132206
Democratic Republic of Congo,1997,706793.0,136.11,32.4,44822200.0,COD,1732948,136362
Democratic Republic of Congo,1998,728902.0,135.72,32.4,45895532.0,COD,1766492,141151
Democratic Republic of Congo,1999,738910.0,134.75,32.4,47227236.0,COD,1801048,146085
Democratic Republic of Congo,2000,712085.0,134.82,32.4,48616330.0,COD,1841451,151037
Democratic Republic of Congo,2001,720663.0,134.64,32.5,50106660.0,COD,1889532,156060
Democratic Republic of Congo,2002,733168.0,133.12,32.6,51662080.0,COD,1943955,161381
Democratic Republic of Congo,2003,738007.0,134.17,32.8,53205640.0,COD,2003081,167022
Democratic Republic of Congo,2004,738234.0,132.94,32.9,54815610.0,COD,2064942,173086
Democratic Republic of Congo,2005,742883.0,131.37,33.1,56550244.0,COD,2128718,179121
Democratic Republic of Congo,2006,745945.0,130.99,33.3,58381636.0,COD,2194471,185208
Democratic Republic of Congo,2007,755550.0,130.48,33.5,60289424.0,COD,2263399,191457
Democratic Republic of Congo,2008,764421.0,130.73,33.6,62249724.0,COD,2334492,197830
Democratic Republic of Congo,2009,770538.0,129.59,33.8,64270236.0,COD,2407067,204347
Democratic Republic of Congo,2010,773880.0,128.22,33.9,66391260.0,COD,2482376,210968
Democratic Republic of Congo,2011,775936.0,127.67,34.0,68654270.0,COD,2561847,217642
Democratic Republic of Congo,2012,793181.0,126.68,34.0,70997870.0,COD,2646017,224547
Denmark,1990,60987.0,73.65,38.0,5144626.0,DNK,740133,829268
Denmark,1991,59719.0,72.69,38.3,5158325.0,DNK,745987,832026
Denmark,1992,60873.0,72.94,38.6,5175466.0,DNK,752483,827647
Denmark,1993,62801.0,72.71,39.0,5193776.0,DNK,761332,814913
Denmark,1994,61185.0,70.37,39.3,5213801.0,DNK,767578,798264
Denmark,1995,63115.0,68.9,39.6,5235205.0,DNK,766576,778459
Denmark,1996,61065.0,66.26,39.8,5256002.0,DNK,758952,757667
Denmark,1997,59931.0,62.99,40.1,5277385.0,DNK,743481,732060
Denmark,1998,58573.0,59.92,40.4,5298991.0,DNK,728417,709113
Denmark,1999,59237.0,59.86,40.7,5319856.0,DNK,715515,687294
Denmark,2000,58026.0,57.88,41.0,5340662.0,DNK,703783,661915
Denmark,2001,58461.0,58.56,41.2,5360753.0,DNK,690785,634537
Denmark,2002,58662.0,58.97,41.4,5378700.0,DNK,675996,606651
Denmark,2003,57684.0,57.23,41.6,5396355.0,DNK,657286,577739
Denmark,2004,55898.0,54.75,41.7,5415583.0,DNK,636043,551185
Denmark,2005,54995.0,51.97,41.8,5436314.0,DNK,612448,528470
Denmark,2006,55621.0,50.3,41.7,5457863.0,DNK,585293,507260
Denmark,2007,55677.0,48.29,41.6,5479722.0,DNK,555755,487671
Denmark,2008,54765.0,45.77,41.5,5502752.0,DNK,524114,467716
Denmark,2009,55001.0,44.18,41.2,5526455.0,DNK,495371,448120
Denmark,2010,54269.0,42.18,40.9,5550850.0,DNK,472506,431343
Denmark,2011,52656.0,39.67,40.5,5576016.0,DNK,457568,417609
Denmark,2012,52278.0,38.09,40.0,5600955.0,DNK,451551,409702
Djibouti,1990,6468.0,131.96,34.8,577183.0,DJI,58957,10590
Djibouti,1991,7300.0,131.86,34.9,628528.0,DJI,61464,11022
Djibouti,1992,7944.0,132.24,34.9,623208.0,DJI,63459,11361
Djibouti,1993,6969.0,132.78,35.0,611239.0,DJI,65101,11652
Djibouti,1994,7332.0,130.8,35.1,623482.0,DJI,66653,11928
Djibouti,1995,7033.0,131.87,35.2,629628.0,DJI,68334,12223
Djibouti,1996,7174.0,130.79,35.3,644659.0,DJI,70165,12552
Djibouti,1997,7408.0,128.9,35.4,667793.0,DJI,71921,12787
Djibouti,1998,7617.0,128.47,35.6,694931.0,DJI,73817,13080
Djibouti,1999,7804.0,126.59,35.7,719381.0,DJI,75768,13411
Djibouti,2000,8008.0,124.51,35.9,742046.0,DJI,77717,13760
Djibouti,2001,8133.0,122.6,36.1,765496.0,DJI,79644,14101
Djibouti,2002,8276.0,121.42,36.3,789140.0,DJI,81559,14429
Djibouti,2003,8358.0,119.49,36.5,806412.0,DJI,83471,14758
Djibouti,2004,8421.0,120.82,36.7,818380.0,DJI,85375,15049
Djibouti,2005,8317.0,120.01,36.9,830863.0,DJI,87365,15357
Djibouti,2006,8282.0,118.81,37.1,846957.0,DJI,89504,15710
Djibouti,2007,8337.0,118.4,37.2,865202.0,DJI,91684,16031
Djibouti,2008,8365.0,117.77,37.2,882893.0,DJI,94020,16461
Djibouti,2009,8422.0,116.48,37.2,901106.0,DJI,96420,16920
Djibouti,2010,8363.0,116.56,37.1,919206.0,DJI,98903,17384
Djibouti,2011,8487.0,115.92,36.9,936819.0,DJI,101444,17882
Djibouti,2012,8506.0,115.41,36.6,954311.0,DJI,104040,18366
Dominica,1990,697.0,90.8,41.4,69501.0,DMA,2072,697
Dominica,1991,720.0,89.76,41.7,69170.0,DMA,2078,698
Dominica,1992,698.0,85.47,42.0,69135.0,DMA,2087,703
Dominica,1993,673.0,82.88,42.3,69196.0,DMA,2096,708
Dominica,1994,665.0,81.05,42.6,69219.0,DMA,2115,717
Dominica,1995,646.0,79.01,43.0,69224.0,DMA,2132,726
Dominica,1996,653.0,77.44,43.3,69182.0,DMA,2117,725
Dominica,1997,642.0,75.21,43.6,69096.0,DMA,2086,715
Dominica,1998,652.0,73.52,43.9,68957.0,DMA,2068,710
Dominica,1999,699.0,74.48,44.2,68713.0,DMA,2068,711
Dominica,2000,629.0,74.09,44.6,68365.0,DMA,2076,713
Dominica,2001,682.0,73.5,44.9,68171.0,DMA,2079,714
Dominica,2002,657.0,74.35,45.3,68281.0,DMA,2085,713
Dominica,2003,699.0,75.07,45.7,68457.0,DMA,2086,711
Dominica,2004,668.0,73.93,46.1,68591.0,DMA,2088,710
Dominica,2005,677.0,73.62,46.5,68686.0,DMA,2094,710
Dominica,2006,658.0,74.52,46.9,68761.0,DMA,2097,710
Dominica,2007,722.0,75.55,47.2,68789.0,DMA,2100,711
Dominica,2008,679.0,75.24,47.5,68794.0,DMA,2104,711
Dominica,2009,751.0,74.94,47.7,68805.0,DMA,2109,713
Dominica,2010,797.0,74.71,47.9,68775.0,DMA,2114,715
Dominica,2011,893.0,74.83,48.0,68758.0,DMA,2123,718
Dominica,2012,839.0,75.15,48.0,68908.0,DMA,2133,721
Dominican Republic,1990,43415.0,82.27,41.6,7129004.0,DOM,447258,277147
Dominican Republic,1991,43177.0,77.89,41.8,7278410.0,DOM,462292,289120
Dominican Republic,1992,43090.0,74.11,42.1,7427347.0,DOM,476062,301145
Dominican Republic,1993,43222.0,72.53,42.4,7576083.0,DOM,488263,312151
Dominican Republic,1994,43524.0,69.32,42.7,7723940.0,DOM,499321,322025
Dominican Republic,1995,44901.0,68.58,43.0,7869754.0,DOM,508453,330261
Dominican Republic,1996,46426.0,70.44,43.3,8012315.0,DOM,514895,336183
Dominican Republic,1997,47991.0,72.5,43.6,8150078.0,DOM,491040,320114
Dominican Republic,1998,49986.0,73.25,43.9,8282125.0,DOM,469984,307689
Dominican Republic,1999,51336.0,73.87,44.3,8411380.0,DOM,453833,298889
Dominican Republic,2000,52790.0,72.82,44.6,8540790.0,DOM,442209,290646
Dominican Republic,2001,53845.0,72.44,45.0,8669038.0,DOM,434179,283864
Dominican Republic,2002,54638.0,72.58,45.4,8795104.0,DOM,429176,278265
Dominican Republic,2003,54421.0,76.88,45.8,8919857.0,DOM,425912,275372
Dominican Republic,2004,55159.0,82.69,46.2,9043135.0,DOM,424288,274065
Dominican Republic,2005,54460.0,85.19,46.6,9164770.0,DOM,422985,273700
Dominican Republic,2006,54611.0,85.44,47.0,9284169.0,DOM,422107,274325
Dominican Republic,2007,55179.0,85.68,47.4,9402209.0,DOM,422742,275927
Dominican Republic,2008,55629.0,86.12,47.8,9522954.0,DOM,430745,282418
Dominican Republic,2009,56354.0,87.15,48.1,9648061.0,DOM,441076,290453
Dominican Republic,2010,56997.0,87.67,48.4,9775756.0,DOM,452177,299308
Dominican Republic,2011,57930.0,87.42,48.6,9903743.0,DOM,464104,308817
Dominican Republic,2012,58287.0,90.87,48.7,10030885.0,DOM,476520,318322
East Timor,1990,14160.0,138.54,29.2,758120.0,TLS,135258,9064
East Timor,1991,14307.0,138.23,29.3,772663.0,TLS,140945,9378
East Timor,1992,13759.0,139.17,29.5,783708.0,TLS,147365,9738
East Timor,1993,13402.0,140.03,29.7,795184.0,TLS,153232,10072
East Timor,1994,13075.0,140.01,29.9,807119.0,TLS,156680,10293
East Timor,1995,13436.0,139.85,30.1,819234.0,TLS,156683,10348
East Timor,1996,13208.0,139.22,30.2,831272.0,TLS,152510,10217
East Timor,1997,13029.0,137.94,30.4,843347.0,TLS,145287,9756
East Timor,1998,13499.0,139.7,30.6,855421.0,TLS,136523,9296
East Timor,1999,15658.0,141.35,30.9,866652.0,TLS,129168,8928
East Timor,2000,9015.0,143.33,31.1,878367.0,TLS,125520,8760
East Timor,2001,8878.0,144.41,31.4,893003.0,TLS,126391,8813
East Timor,2002,8786.0,145.49,31.7,909648.0,TLS,130986,9062
East Timor,2003,8705.0,147.88,32.0,926725.0,TLS,137810,9425
East Timor,2004,8603.0,147.13,32.4,945993.0,TLS,144668,9784
East Timor,2005,8532.0,146.26,32.7,969318.0,TLS,149932,10051
East Timor,2006,8462.0,144.49,33.0,994573.0,TLS,153177,10208
East Timor,2007,8441.0,144.32,33.3,1019369.0,TLS,155072,10282
East Timor,2008,8457.0,144.13,33.5,1043085.0,TLS,156254,10293
East Timor,2009,8530.0,147.51,33.7,1065543.0,TLS,157766,10281
East Timor,2010,8665.0,149.94,33.8,1088492.0,TLS,161109,10183
East Timor,2011,8789.0,154.31,34.0,1112985.0,TLS,164714,10232
East Timor,2012,8816.0,157.13,34.1,1137683.0,TLS,168915,10317
Ecuador,1990,59381.0,69.73,23.5,10449845.0,ECU,458465,92054
Ecuador,1991,60197.0,72.43,23.5,10686277.0,ECU,474612,94351
Ecuador,1992,60110.0,69.49,23.5,10914222.0,ECU,490369,96594
Ecuador,1993,60990.0,65.68,23.5,11132833.0,ECU,505535,98846
Ecuador,1994,61123.0,62.31,23.5,11347655.0,ECU,519490,101088
Ecuador,1995,61751.0,58.66,23.6,11561683.0,ECU,532040,103465
Ecuador,1996,62237.0,58.0,23.6,11775223.0,ECU,542415,106165
Ecuador,1997,62723.0,52.53,23.7,11987840.0,ECU,538587,108104
Ecuador,1998,63041.0,51.76,23.7,12199692.0,ECU,533195,111532
Ecuador,1999,63099.0,50.76,23.8,12412056.0,ECU,508201,116660
Ecuador,2000,63332.0,49.42,23.9,12626511.0,ECU,481246,123538
Ecuador,2001,63484.0,46.56,24.0,12845523.0,ECU,455199,131507
Ecuador,2002,63789.0,50.66,24.1,13070617.0,ECU,432446,139459
Ecuador,2003,64179.0,51.55,24.3,13301188.0,ECU,415146,146345
Ecuador,2004,64855.0,51.14,24.4,13534598.0,ECU,412599,155118
Ecuador,2005,65859.0,52.36,24.6,13770015.0,ECU,413785,147503
Ecuador,2006,67199.0,52.07,24.8,14009064.0,ECU,423256,147519
Ecuador,2007,68682.0,51.02,25.0,14251838.0,ECU,436632,148242
Ecuador,2008,70285.0,49.77,25.2,14496800.0,ECU,452257,149541
Ecuador,2009,71621.0,47.89,25.3,14742768.0,ECU,470334,151570
Ecuador,2010,72749.0,47.37,25.5,14989581.0,ECU,489254,154117
Ecuador,2011,73561.0,45.53,25.7,15237734.0,ECU,507968,156846
Ecuador,2012,74223.0,45.81,25.8,15483884.0,ECU,526236,159760
Egypt,1990,468751.0,110.76,35.0,57214630.0,EGY,5377066,155868
Egypt,1991,459403.0,107.71,35.3,58611030.0,EGY,5512042,157901
Egypt,1992,461180.0,103.84,35.5,59989148.0,EGY,5644668,159264
Egypt,1993,457621.0,103.96,35.8,61382204.0,EGY,5776396,160364
Egypt,1994,456000.0,103.8,36.1,62775844.0,EGY,5909119,161055
Egypt,1995,450854.0,100.53,36.4,64166908.0,EGY,6045409,161556
Egypt,1996,448194.0,98.4,36.6,65565196.0,EGY,6190151,162230
Egypt,1997,445673.0,98.16,36.8,66993732.0,EGY,6277941,163459
Egypt,1998,449727.0,97.9,37.1,68446010.0,EGY,6389183,164723
Egypt,1999,453052.0,96.1,37.3,69907890.0,EGY,6513971,166361
Egypt,2000,455708.0,90.46,37.5,71371370.0,EGY,6645859,168864
Egypt,2001,457943.0,93.46,37.6,72854260.0,EGY,6781657,175595
Egypt,2002,461231.0,96.78,37.8,74393760.0,EGY,6921562,181387
Egypt,2003,479852.0,101.88,37.9,75963330.0,EGY,6978224,182761
Egypt,2004,484286.0,101.52,37.9,77522424.0,EGY,7062948,184519
Egypt,2005,490856.0,98.75,37.9,79075310.0,EGY,7201825,187305
Egypt,2006,496115.0,96.64,37.9,80629660.0,EGY,7526360,195465
Egypt,2007,504080.0,95.15,37.9,82218760.0,EGY,7916167,206425
Egypt,2008,510054.0,95.65,37.8,83844780.0,EGY,8344246,219969
Egypt,2009,517613.0,95.85,37.9,85501064.0,EGY,8788195,236101
Egypt,2010,525460.0,95.13,37.9,87252420.0,EGY,9173998,259612
Egypt,2011,530966.0,93.27,38.0,89200056.0,EGY,9596153,278473
Egypt,2012,539487.0,95.06,38.1,91240380.0,EGY,9895295,293802
El Salvador,1990,42086.0,72.07,28.3,5367182.0,SLV,279534,49014
El Salvador,1991,39818.0,69.28,28.4,5461074.0,SLV,285573,50305
El Salvador,1992,38639.0,68.7,28.5,5552210.0,SLV,292184,51646
El Salvador,1993,37998.0,67.38,28.6,5630994.0,SLV,299018,52974
El Salvador,1994,37599.0,65.4,28.8,5693040.0,SLV,304848,54136
El Salvador,1995,37538.0,60.32,28.9,5748201.0,SLV,309990,55138
El Salvador,1996,36911.0,56.61,29.0,5797142.0,SLV,314456,55963
El Salvador,1997,36179.0,54.41,29.2,5842637.0,SLV,316014,55453
El Salvador,1998,36147.0,54.27,29.4,5885085.0,SLV,317398,54948
El Salvador,1999,35296.0,48.12,29.5,5923862.0,SLV,318379,54450
El Salvador,2000,35323.0,45.16,29.7,5958482.0,SLV,319105,53988
El Salvador,2001,36945.0,42.72,29.8,5988102.0,SLV,319376,53649
El Salvador,2002,36637.0,39.43,30.0,6011278.0,SLV,318851,53461
El Salvador,2003,38074.0,38.99,30.2,6026854.0,SLV,315241,52710
El Salvador,2004,38975.0,38.92,30.4,6035653.0,SLV,314798,52197
El Salvador,2005,40151.0,37.93,30.6,6037817.0,SLV,315042,51823
El Salvador,2006,40776.0,36.9,30.9,6034439.0,SLV,316063,51575
El Salvador,2007,41389.0,35.55,31.1,6044130.0,SLV,318172,51605
El Salvador,2008,41083.0,33.97,31.4,6068108.0,SLV,321431,51978
El Salvador,2009,41304.0,35.14,31.6,6091181.0,SLV,325664,52827
El Salvador,2010,41506.0,32.97,31.8,6114039.0,SLV,331444,54147
El Salvador,2011,42488.0,33.43,32.0,6137354.0,SLV,337741,55704
El Salvador,2012,43538.0,31.46,32.1,6161293.0,SLV,344516,57349
Equatorial Guinea,1990,7536.0,162.95,36.9,465560.0,GNQ,24172,1276
Equatorial Guinea,1991,7738.0,160.93,36.9,483153.0,GNQ,24990,1327
Equatorial Guinea,1992,7929.0,157.79,37.0,501343.0,GNQ,25758,1378
Equatorial Guinea,1993,8109.0,156.46,37.0,520247.0,GNQ,26486,1432
